first-contentful-paint,first-meaningful-paint,speed-index,total-blocking-time,estimated-input-latency,time-to-first-byte,first-cpu-idle,time-to-interactive,network-rtt,network-requests,dom-size,total-transfer-size,average-transfer-size,median-transfer-size,90th-percentile-transfer-size,95th-percentile-transfer-size,99th-percentile-transfer-size,average-transfer-time,median-transfer-time,90th-percentile-transfer-time,95th-percentile-transfer-time,99th-percentile-transfer-time,number-api-calls,lowest-time-to-widget,median-time-to-widget
93.0802993774414,1200.8750993774415,4670.620484548188,4295,238.72727272727275,1.158,6284.080299377441,6750.580299377441,0.033800000000000004,95,507,266,2.8,0,0,0,266,63.76417894267692,41.969999942697584,95.13599998869746,142.01399999953063,849.5859999446645,95,1882.424,2538.826
38.080299377441406,1328.0661263946533,4669.478893965401,5107.5,260.72,1.18,7162.080299377441,7543.080299377441,0.0744,95,507,267,2.8105263157894735,0,0,0,267,58.184178954348845,44.99400002411753,83.15100006908179,109.9310000769347,915.810999973081,95,1895.787,2698.889
90.0802993774414,1176.6080993774415,5411.117018950137,5955.5,769.8000000000001,1.361,8152.080299377441,8552.580299377441,0.062099999999999995,95,507,267,2.8105263157894735,0,0,0,267,63.77202105838517,48.47200006517768,93.48899999073893,121.93199998006224,760.9840000423193,95,1743.883,2353.371
183.0802993774414,1263.9011993774416,4657.588901465242,4919.5,246.53333333333336,2.004,7325.080299377441,7580.580299377441,0.1342,95,507,266,2.8,0,0,0,266,60.17254736315036,46.55199998092651,105.41500004483014,123.98499993798882,812.5699999773204,95,1813.691,2551.95
42.080299377441406,1525.9399263946534,5165.892170598965,6168.5,339.4571428571429,0.944,8503.080299377441,9050.080299377441,0.0792,95,507,266,2.8,0,0,0,266,75.58649473471343,63.86500004798174,101.2209999582395,140.02199997535348,1104.1939999763742,95,2283.929,3015.1535000000003
38.080299377441406,1402.9060263946533,4840.982409061514,5398,288.9555555555556,1.025,7537.080299377441,7992.580299377441,0.0687,95,507,347,3.6526315789473682,0,0,0,347,67.86025263458568,58.40999998063594,101.40199998958408,141.03699994944782,853.8130000385493,95,1955.944,2744.394
38.080299377441406,1515.0861263946535,4812.5719018690825,5568,283.6,1.1219999999999999,7668.080299377441,8065.080299377441,0.1044,95,507,335,3.526315789473684,0,0,0,335,70.13606315832891,65.26600000912697,113.95399994693696,139.60000007567555,823.3050000027492,95,1948.144,2710.6455
186.0802993774414,1246.0773993774415,4317.30582810682,5009.5,238.5,1.483,7251.080299377441,7523.580299377441,0.11699999999999998,95,507,266,2.8,0,0,0,266,62.83347368895163,49.37700008211285,88.67300004077703,121.38700007536262,817.4469999324978,95,1834.272,2566.432
38.080299377441406,1548.6422263946533,4631.361509058537,5400,274.15555555555557,1.097,7600.080299377441,7977.080299377441,0.0771,96,507,188,1.9583333333333333,0,0,0,149,77.3475104142537,70.83849997991322,124.54799996444584,132.0889999647662,855.6880000004172,96,1977.345,2779.3280000000004
38.080299377441406,1325.6799263946532,4394.134727540402,5483,252.55,1.3729999999999998,7771.080299377441,8020.080299377441,0.104,95,507,266,2.8,0,0,0,266,61.485431565065845,53.9150000904575,94.27399988389016,138.80599997095763,831.8089999796748,95,1947.164,2683.536
179.0802993774414,1285.2490993774413,4731.265718031676,5116.5,268.8,1.167,7372.080299377441,7764.580299377441,0.1594,95,507,347,3.6526315789473682,0,0,0,347,67.64651578678551,68.11200002221763,105.72000002999604,140.62999986459315,869.9959999497086,95,1940.427,2647.348
37.080299377441406,1368.3651263946533,4693.912071826989,5494,269.75,0.9720000000000002,7693.080299377441,7969.080299377441,0.10169999999999998,95,507,334,3.5157894736842104,0,0,0,334,65.20819999815316,59.72099991898984,97.85500010275841,104.3349998928532,845.0800000129789,95,1934.147,2725.458
38.080299377441406,1380.8661263946533,4481.843438918512,5594.5,270.1,0.9510000000000001,7848.080299377441,8136.580299377441,0.11,95,507,266,2.8,0,0,0,266,68.71846316447423,67.47199994955213,110.3829999519512,131.91900011367352,804.5070000419095,95,1894.285,2636.875
79.0802993774414,1208.0982993774412,4718.633240893559,5239.5,262.6222222222222,1.008,7385.080299377441,7803.580299377441,0.0687,95,507,267,2.8105263157894735,0,0,0,267,76.88688420830417,55.071000047415495,157.81500004860013,194.22199992762506,856.2169999134987,95,2125.386,2894.821
38.080299377441406,1548.5950263946534,4677.256305169747,5331,266.37142857142857,1.237,7456.673126220703,7819.876712799072,0.0831,95,507,266,2.8,0,0,0,266,97.7634105261117,78.4980000450611,216.3809999876842,270.90900005707147,888.0910000502467,95,1990.542,2787.1130000000003
37.080299377441406,1503.6001263946532,4935.5139452141975,5098.5,268.288888888889,1.339,7281.080299377441,7545.080299377441,0.11240000000000001,95,507,266,2.8,0,0,0,266,61.95471579468942,54.53900001627207,95.00700005337596,116.61400010207295,803.132000056997,95,1926.561,2604.853
37.080299377441406,1337.2019263946534,4823.114957727288,4988,249.02222222222224,1.298,6987.080299377441,7337.080299377441,0.0968,95,507,266,2.8,0,0,0,266,65.12966316169368,56.366000148445366,100.36199998094887,140.30600001256167,815.5149999759868,95,1861.664,2666.268
36.080299377441406,1515.142326394653,4850.399064953945,5545,268.88,1.07,7848.080299377441,8062.080299377441,0.06670000000000001,95,507,335,3.526315789473684,0,0,0,335,69.10871578390518,61.56899997448921,121.71699992080033,141.84799996405096,847.2599999802411,95,1946.192,2748.168
